"","N","variable","value","upper","lower"
"3064",28,"1974-12-01",-0.000273239139037597,0.00109394908911134,-0.0022576763575948
"3065",29,"1974-12-01",-0.000261440573521372,0.000933973164834871,-0.00196016043175226
"3066",30,"1974-12-01",-0.000241343674133061,0.000798693079264718,-0.00166055026449301
"3067",31,"1974-12-01",-0.000216675705680259,0.000695203365457881,-0.00127749918729081
"3068",32,"1974-12-01",-0.000190133155512496,0.000605342547395661,-0.000914292767429375
"3069",33,"1974-12-01",-0.000163589936924757,0.000516567477571966,-0.000696007797351216
"3070",34,"1974-12-01",-0.00013829254489614,0.000474811652856339,-0.000508127064623616
"3071",35,"1974-12-01",-0.000115008727938088,0.000472260893286861,-0.00038257264660598
"3072",36,"1974-12-01",-9.41544794409958e-05,0.000454533168699389,-0.000296008048258839
"3073",37,"1974-12-01",-7.58915516548831e-05,0.000526819995237472,-0.000152372495836991
"3074",38,"1974-12-01",-6.02059885949813e-05,0.000483289319421898,-0.000109270136387497
"3075",39,"1974-12-01",-4.69674569804191e-05,0.000435061828253391,-9.12637663730006e-05
"3076",40,"1974-12-01",-3.59746908668336e-05,0.000384591246045668,-7.7395592561394e-05
"3077",41,"1974-12-01",-2.69886543528233e-05,0.000333985603080219,-4.847218977303e-05
"3078",42,"1974-12-01",-1.97565201551407e-05,0.000284964902526819,-3.10359740178046e-05
"3079",43,"1974-12-01",-1.40281289100916e-05,0.000240015723986931,-2.57224336001729e-05
"3080",44,"1974-12-01",-9.56685189582189e-06,0.000211416979798218,-2.12226671768104e-05
"3081",1,"1975-01-01",0,0,0
"3082",2,"1975-01-01",0.0336341953577847,0.0693490659844463,-0.0116222827626342
"3083",3,"1975-01-01",0.0591609219129945,0.102313559085593,0.0129954573718009
"3084",4,"1975-01-01",0.0481378807591819,0.0817278039949971,0.0122084099060318
"3085",5,"1975-01-01",0.0410545205123983,0.0682843211833141,0.0012319867199852
"3086",6,"1975-01-01",0.0348633121961673,0.056030226899885,0.000543068364713397
"3087",7,"1975-01-01",0.031835475960443,0.0494348051774439,-0.000586556400492332
"3088",8,"1975-01-01",0.0272005617718952,0.0437500084866929,-0.000536651924834694
"3089",9,"1975-01-01",0.0229227405155514,0.0366950179143291,-0.00107688774738928
"3090",10,"1975-01-01",0.0187235368912093,0.0315899271943002,-0.000725421259515197
"3091",11,"1975-01-01",0.015270959767644,0.0279545001350016,-0.00118534909174041
"3092",12,"1975-01-01",0.0122116961671841,0.0235349864345292,-0.0011706467005451
"3093",13,"1975-01-01",0.00964633182738518,0.0194891601398582,-0.00123234376635584
"3094",14,"1975-01-01",0.00746123114655735,0.0156098114547064,-0.000944846569104722
"3095",15,"1975-01-01",0.0056777767217295,0.0125109289307145,-0.00146051223940207
"3096",16,"1975-01-01",0.0042247980072027,0.0100679731201716,-0.00199109402660147
"3097",17,"1975-01-01",0.00307018237618611,0.00779404865460153,-0.00258728183058117
"3098",18,"1975-01-01",0.00215992512518711,0.0061208725779269,-0.00302239881903941
"3099",19,"1975-01-01",0.00145814354779144,0.00500417733765087,-0.00333980086708098
"3100",20,"1975-01-01",0.000925360903855914,0.00408220723986861,-0.00337270371617088
"3101",21,"1975-01-01",0.000530669277687563,0.00350306670785296,-0.00337076806257521
"3102",22,"1975-01-01",0.000245144477302238,0.00300920699812472,-0.00315634799663309
"3103",23,"1975-01-01",4.55640062094462e-05,0.00249661592464116,-0.00286052616572072
"3104",24,"1975-01-01",-8.80623547896176e-05,0.00206324061874751,-0.00252649171678068
"3105",25,"1975-01-01",-0.000171730521114157,0.00170142607779252,-0.00232742752683915
"3106",26,"1975-01-01",-0.000218560270061968,0.00136837853513361,-0.00228740164452905
"3107",27,"1975-01-01",-0.000238855444206304,0.00102429921362152,-0.00207934904926983
"3108",28,"1975-01-01",-0.000240731929912522,0.000789128327460092,-0.00167718769873792
"3109",29,"1975-01-01",-0.000230383959728716,0.000627300838629178,-0.00134047869243997
"3110",30,"1975-01-01",-0.000212494650091237,0.000526087137344695,-0.00103998782822885
"3111",31,"1975-01-01",-0.000190498699320029,0.000441371068904785,-0.000777584201552452
"3112",32,"1975-01-01",-0.000166860011725287,0.000404335152649238,-0.000633922388427065
"3113",33,"1975-01-01",-0.000143275972010565,0.00038808539545468,-0.000510356347192246
"3114",34,"1975-01-01",-0.000120862907906127,0.000379420046119851,-0.000349489000128683
"3115",35,"1975-01-01",-0.000100298191082733,0.000390728770501247,-0.00027680615448237
"3116",36,"1975-01-01",-8.19393098884041e-05,0.000365137470735599,-0.000212689296377399
"3117",37,"1975-01-01",-6.59151284184254e-05,0.000313749725470271,-0.000176263888069459
"3118",38,"1975-01-01",-5.21983440919379e-05,0.000264563830777852,-0.000143052252231899
"3119",39,"1975-01-01",-4.0659903887626e-05,0.000219090820624932,-0.000111296171099017
"3120",40,"1975-01-01",-3.11101528134615e-05,0.00018666916042056,-8.44971325234043e-05
"3121",41,"1975-01-01",-2.33285838246229e-05,0.000167423183058944,-6.26005151364917e-05
"3122",42,"1975-01-01",-1.70850402337122e-05,0.000148053350063947,-4.61015701401718e-05
"3123",43,"1975-01-01",-1.21540566330215e-05,0.000129214395856715,-3.45390985857273e-05
"3124",44,"1975-01-01",-8.32411540629924e-06,9.88895850602732e-05,-2.61448595441203e-05
"3125",1,"1975-02-01",0,0,0
"3126",2,"1975-02-01",0.0321352540518257,0.0852698411439394,-0.0104135684894332
"3127",3,"1975-02-01",0.060903213677777,0.0962986517288794,0.0280280046105925
"3128",4,"1975-02-01",0.0483520223263109,0.0754653006003281,0.0114352467119485
"3129",5,"1975-02-01",0.0430212988810621,0.0655721289566035,0.00872756833164524
"3130",6,"1975-02-01",0.0355777580482753,0.0567083707625412,0.000114518405356521
"3131",7,"1975-02-01",0.0326844189029589,0.0537621089793416,0.00446165708950688
"3132",8,"1975-02-01",0.0275778050666297,0.0480171921621697,0.00122462845147506
"3133",9,"1975-02-01",0.0233882021975538,0.0422363907075004,0.00197091965775124
"3134",10,"1975-02-01",0.0189883041193514,0.0365463591679945,0.000289511584365213
"3135",11,"1975-02-01",0.0154713866365997,0.031785933022321,0.00017685245178364
"3136",12,"1975-02-01",0.0122853226660107,0.0271744360013682,-0.000141697442536658
"3137",13,"1975-02-01",0.00966886347190126,0.0235698645479018,-0.000905572931713779
"3138",14,"1975-02-01",0.00742691295547846,0.0202836087341285,-0.00063733612535636
"3139",15,"1975-02-01",0.00561469624067714,0.0175440812500142,-0.00105926606719363
"3140",16,"1975-02-01",0.00413633885793517,0.0150251236050851,-0.00147388553040301
"3141",17,"1975-02-01",0.00297092888633467,0.0128826062331598,-0.00235870958811782
"3142",18,"1975-02-01",0.00205545872504092,0.0105124671201832,-0.00275978379316985
"3143",19,"1975-02-01",0.00135566656766633,0.00832420685465426,-0.00320925578111403
"3144",20,"1975-02-01",0.000828093511168401,0.00646698393095152,-0.0029464707270287
"3145",21,"1975-02-01",0.00044162318427389,0.00494618967802005,-0.00281097770540356
"3146",22,"1975-02-01",0.000165581428010715,0.0039897433903605,-0.00286900008500832
"3147",23,"1975-02-01",-2.37479907592119e-05,0.00332319499661324,-0.00289708114039051
"3148",24,"1975-02-01",-0.000147204222915821,0.00289071051103004,-0.00280187559080485
"3149",25,"1975-02-01",-0.00022112427275279,0.0025230525438955,-0.00260437075212831
"3150",26,"1975-02-01",-0.000258985192081737,0.00222805159283812,-0.00237717424518813
"3151",27,"1975-02-01",-0.000271228155898906,0.00194909228527512,-0.00208442085396124
"3152",28,"1975-02-01",-0.000266066809560631,0.00171823703589773,-0.00173395700350587
"3153",29,"1975-02-01",-0.000249694201843119,0.00150532976769649,-0.00150746447119973
"3154",30,"1975-02-01",-0.000226759757762552,0.00132554059749228,-0.00131110261738811
"3155",31,"1975-02-01",-0.00020062296930134,0.0011624496912167,-0.00123065176871234
"3156",32,"1975-02-01",-0.000173658465371688,0.00102286108955439,-0.00113311094981635
"3157",33,"1975-02-01",-0.000147462468413012,0.000833258418664698,-0.00102449942149491
"3158",34,"1975-02-01",-0.000123050010423849,0.00067734684353933,-0.000911028327305749
"3159",35,"1975-02-01",-0.000100999812983491,0.000547214727146385,-0.000657251842565825
"3160",36,"1975-02-01",-8.15781435896474e-05,0.000474744929357092,-0.000421815377825501
"3161",37,"1975-02-01",-6.48313898856654e-05,0.000413996947903653,-0.000345679762531688
"3162",38,"1975-02-01",-5.06599292248491e-05,0.000361867803068462,-0.000282874954669573
"3163",39,"1975-02-01",-3.88725402512283e-05,0.000314660890002423,-0.000226557983960972
"3164",40,"1975-02-01",-2.92273552454382e-05,0.000283075368080255,-0.000166135025661771
"3165",41,"1975-02-01",-2.14608573566724e-05,0.000262226588162382,-0.0001174364390157
"3166",42,"1975-02-01",-1.53082230287473e-05,0.000239115207207439,-7.78469468017611e-05
"3167",43,"1975-02-01",-1.05166366005478e-05,0.000214656627054465,-4.74682747615676e-05
"3168",44,"1975-02-01",-6.85352809352546e-06,0.000190021174131979,-2.96303041172271e-05
"3169",1,"1975-03-01",0,0,0
"3170",2,"1975-03-01",0.0340545645186026,0.0780000977224979,-0.00437141231547706
"3171",3,"1975-03-01",0.0618832849302211,0.0965894635608448,0.0286921186481435
"3172",4,"1975-03-01",0.0493101302521732,0.0851235597938202,0.0189936221505313
"3173",5,"1975-03-01",0.043303920357892,0.074973392956188,0.0132193056186111
"3174",6,"1975-03-01",0.035786527097727,0.0675501464607621,0.0103428895163509
"3175",7,"1975-03-01",0.0326345122832266,0.0610910406260616,0.00715457089961459
"3176",8,"1975-03-01",0.0275172281107641,0.0500044199354966,0.00589341398861666
"3177",9,"1975-03-01",0.0232353199203677,0.0429826224823034,0.00421968303767416
"3178",10,"1975-03-01",0.0188352225134066,0.0369500243705558,0.00270328361969039
"3179",11,"1975-03-01",0.0152979096832703,0.0305391682831035,0.00182617301922248
"3180",12,"1975-03-01",0.0121330460952821,0.0267556543491179,0.000703583964535536
"3181",13,"1975-03-01",0.00953248193098041,0.0206758139180165,-0.00098859808080356
"3182",14,"1975-03-01",0.00731933525067438,0.0179193098043128,-0.0029100805901137
"3183",15,"1975-03-01",0.00553145968664169,0.0145486431115674,-0.00389028075841057
"3184",16,"1975-03-01",0.00407931588146727,0.0124883445082744,-0.00400379472895175
"3185",17,"1975-03-01",0.00293583307843301,0.00955225644192923,-0.00375895333302009
"3186",18,"1975-03-01",0.00204007617448183,0.00790499813166638,-0.00426211534153948
"3187",19,"1975-03-01",0.00135579071626263,0.00686610550940546,-0.00516003448230367
"3188",20,"1975-03-01",0.000840523337491749,0.00596036692213835,-0.00468061027058601
"3189",21,"1975-03-01",0.000462852564074192,0.00502966727156763,-0.00382708307957621
"3190",22,"1975-03-01",0.000192818084264171,0.00418435672697108,-0.00320811987848568
"3191",23,"1975-03-01",6.95798512519553e-06,0.00339225791002538,-0.00276269978379276
"3192",24,"1975-03-01",-0.000114998415775053,0.00272775305561335,-0.00234728222939337
"3193",25,"1975-03-01",-0.000189010703350938,0.00217311839158227,-0.0019243936335097
"3194",26,"1975-03-01",-0.000228117277640474,0.00171303425899291,-0.00156405598229782
"3195",27,"1975-03-01",-0.000242429139782695,0.00139580872149889,-0.00135639161210034
"3196",28,"1975-03-01",-0.000239852142992754,0.00113568424623995,-0.00111331132674165
"3197",29,"1975-03-01",-0.000226346045122818,0.000918364991436905,-0.00077763818830384
"3198",30,"1975-03-01",-0.000206368107958112,0.000736651188485293,-0.000510126201297148
"3199",31,"1975-03-01",-0.000183138771926931,0.00058530922182823,-0.000361714305603463
"3200",32,"1975-03-01",-0.0001589305709267,0.000459800506532111,-0.000254410220501736
"3201",33,"1975-03-01",-0.000135273661256275,0.000364703215059835,-0.000226859628158406
"3202",34,"1975-03-01",-0.000113143367163396,0.000337952693338013,-0.000180388836122795
"3203",35,"1975-03-01",-9.31009641572559e-05,0.000307024022991427,-0.000136828556302915
"3204",36,"1975-03-01",-7.54111852662056e-05,0.000295669871619085,-0.000113914618769109
"3205",37,"1975-03-01",-6.01308522889812e-05,0.000272467441058463,-0.000122987171152214
"3206",38,"1975-03-01",-4.71786101532436e-05,0.000240145665068722,-9.11431038480467e-05
"3207",39,"1975-03-01",-3.63864702908231e-05,0.000214757738668396,-6.24503228760171e-05
"3208",40,"1975-03-01",-2.75382489698843e-05,0.000191997308546035,-4.93040939116438e-05
"3209",41,"1975-03-01",-2.03968108040238e-05,0.000163696484564039,-4.11189575087394e-05
"3210",42,"1975-03-01",-1.47230563268158e-05,0.000136152133403229,-3.40784633433008e-05
"3211",43,"1975-03-01",-1.02883527347103e-05,0.000121633295500462,-4.03050071886968e-05
"3212",44,"1975-03-01",-6.88218923464547e-06,0.000103077300088782,-4.35289203794942e-05
"3213",1,"1975-04-01",0,0,0
"3214",2,"1975-04-01",0.0350928674350008,0.0765396298541263,0.00154157575087356
"3215",3,"1975-04-01",0.0624535347266662,0.104023660469207,0.0250971266140851
"3216",4,"1975-04-01",0.050075525246214,0.0792284678608204,0.0154092981695839
"3217",5,"1975-04-01",0.043228100710882,0.0705600147536668,0.00474417188165424
"3218",6,"1975-04-01",0.0358519172544837,0.0566580647399566,0.00326956355229014
"3219",7,"1975-04-01",0.0325740339663655,0.0541381123846762,0.00568642123385819
"3220",8,"1975-04-01",0.0275130902723175,0.0470783317949616,0.00396489646949684
"3221",9,"1975-04-01",0.023138811167972,0.0430560919522804,0.00203740512724929
"3222",10,"1975-04-01",0.0187349251134791,0.036841658985931,0.000146411852780522
"3223",11,"1975-04-01",0.0151821914239965,0.0321023318865191,-4.62051407429967e-06
"3224",12,"1975-04-01",0.0120343648763638,0.0270523716383366,-0.0011391170512907
"3225",13,"1975-04-01",0.0094429455696117,0.0218729692825338,-0.00104308628334573
"3226",14,"1975-04-01",0.00724636100400833,0.0165977424881204,-0.00159815712919487
"3227",15,"1975-04-01",0.00547294808491693,0.0132657536956156,-0.00206875654698535
"3228",16,"1975-04-01",0.00403706631519842,0.0113888138053947,-0.00259148912658849
"3229",17,"1975-04-01",0.00290774404641641,0.00990198032399064,-0.0027215755324681
"3230",18,"1975-04-01",0.00202476880407005,0.00855376068886735,-0.00279369691334624
"3231",19,"1975-04-01",0.00135087310465392,0.007154756831532,-0.0029006416207094
"3232",20,"1975-04-01",0.000844013484829349,0.00578405612501021,-0.00303758224990002
"3233",21,"1975-04-01",0.000472653689069487,0.00469331675400641,-0.00310516903701205
"3234",22,"1975-04-01",0.000207135417263418,0.00406439038823121,-0.00311117765047276
"3235",23,"1975-04-01",2.4172571792868e-05,0.00349716666166594,-0.00294814359372768
"3236",24,"1975-04-01",-9.62069941015848e-05,0.00301032324213744,-0.00265686841595139
"3237",25,"1975-04-01",-0.000169716646914209,0.00257858409556095,-0.00249462885721182
"3238",26,"1975-04-01",-0.000209138460809367,0.00220785236241232,-0.00226270868096811
"3239",27,"1975-04-01",-0.000224367824012313,0.001885381194267,-0.00192790602406775
"3240",28,"1975-04-01",-0.000223117616338591,0.00157796078437696,-0.0015702113680894
"3241",29,"1975-04-01",-0.000211190491841241,0.001302669878369,-0.0012620803787655
"3242",30,"1975-04-01",-0.000192915482402579,0.00107053050409155,-0.00104239297804836
"3243",31,"1975-04-01",-0.00017141466297718,0.00087557800494437,-0.000838239521496412
"3244",32,"1975-04-01",-0.000148887094368021,0.00071248939302974,-0.000671955057372241
"3245",33,"1975-04-01",-0.000126811611700022,0.000576617085706439,-0.000561132434413026
"3246",34,"1975-04-01",-0.000106130181018043,0.000463882831736421,-0.00046003181146953
"3247",35,"1975-04-01",-8.73853814271342e-05,0.000370750302979152,-0.000364097847329717
"3248",36,"1975-04-01",-7.08345379335827e-05,0.000294153727474498,-0.000275377549302138
"3249",37,"1975-04-01",-5.65355618520807e-05,0.000244587947096493,-0.000217746655204957
"3250",38,"1975-04-01",-4.44142146054718e-05,0.000254333618207372,-0.000164863055501831
"3251",39,"1975-04-01",-3.43136532563628e-05,0.000221255048073026,-0.000129756799865352
"3252",40,"1975-04-01",-2.6031241367439e-05,0.000177549641100417,-0.000103885812918706
"3253",41,"1975-04-01",-1.93445373814058e-05,0.000141991079025632,-8.16552273535768e-05
"3254",42,"1975-04-01",-1.40293340157795e-05,0.000113142910826395,-5.35663240524334e-05
"3255",43,"1975-04-01",-9.87141024847974e-06,8.98073416015903e-05,-4.01580845824736e-05
"3256",44,"1975-04-01",-6.67372561884276e-06,7.09881938001762e-05,-4.40108427442516e-05
"3257",1,"1975-05-01",0,0,0
"3258",2,"1975-05-01",0.0350748579634415,0.0766848059599292,0.00305449738082354
"3259",3,"1975-05-01",0.0628589113530122,0.0932297818086396,0.032331213968838
"3260",4,"1975-05-01",0.0503507413849433,0.0750756972458652,0.0205312111574275
"3261",5,"1975-05-01",0.0436705708916057,0.0691618911227355,0.00840734669921425
"3262",6,"1975-05-01",0.0362611279936275,0.0634105099537719,0.00226096911983354
"3263",7,"1975-05-01",0.0329859570116427,0.055835656469795,0.00361923227140898
"3264",8,"1975-05-01",0.027857902013575,0.0501270441078185,0.00541354692359327
"3265",9,"1975-05-01",0.0234551620989382,0.0411664246447578,0.00197412056493405
"3266",10,"1975-05-01",0.0190049170687513,0.0355307020839911,-0.000118700756838628
"3267",11,"1975-05-01",0.0154141403741574,0.0298234882234077,-0.000898619882196922
"3268",12,"1975-05-01",0.0122211355014349,0.0238292935358261,-0.0019841093445582
"3269",13,"1975-05-01",0.00959156263133958,0.0195478507230521,-0.00230160882565886
"3270",14,"1975-05-01",0.00735928121555526,0.0161080404774765,-0.00372339041545729
"3271",15,"1975-05-01",0.00555627964639283,0.0126742364385771,-0.00496409928732603
"3272",16,"1975-05-01",0.00409468880586715,0.010321967929193,-0.00672588075327522
"3273",17,"1975-05-01",0.00294458780769633,0.00849535191649266,-0.00721295389459486
"3274",18,"1975-05-01",0.00204480799919709,0.00717596117584182,-0.00672591348685278
"3275",19,"1975-05-01",0.00135805845866055,0.00591906976602894,-0.00596869419589948
"3276",20,"1975-05-01",0.00084155865329216,0.00476019929299685,-0.00499593648233984
"3277",21,"1975-05-01",0.000463389069819287,0.00379712628161389,-0.00458763032252382
"3278",22,"1975-05-01",0.000193323831615085,0.00315884946574626,-0.00496771929088398
"3279",23,"1975-05-01",7.66713553245776e-06,0.00263404244201586,-0.00431920119936847
"3280",24,"1975-05-01",-0.000113985596883754,0.002194008592817,-0.00361756681009903
"3281",25,"1975-05-01",-0.000187688096283833,0.00183689090507796,-0.00270601944171405
"3282",26,"1975-05-01",-0.000226530853045038,0.00158236494177852,-0.00200440836633735
"3283",27,"1975-05-01",-0.000240651841464923,0.00136482660732314,-0.0014584632739511
"3284",28,"1975-05-01",-0.000237965219413506,0.00117840736627501,-0.00129162265510541
"3285",29,"1975-05-01",-0.000224427198098416,0.00101850374062131,-0.00111185559752071
"3286",30,"1975-05-01",-0.000204485030095996,0.000881173507725931,-0.00093196640259567
"3287",31,"1975-05-01",-0.000181345683800463,0.000795221624152036,-0.000756849247638236
"3288",32,"1975-05-01",-0.000157267557919853,0.000687590839912035,-0.00056330369500578
"3289",33,"1975-05-01",-0.00013376720491449,0.000579290979668672,-0.000442165150823891
"3290",34,"1975-05-01",-0.000111807999794058,0.000474645207004282,-0.000355562586818929
"3291",35,"1975-05-01",-9.1941211519882e-05,0.000378591188382438,-0.000307787467426888
"3292",36,"1975-05-01",-7.44237322748312e-05,0.000305488285910021,-0.000262532721444362
"3293",37,"1975-05-01",-5.93065632714818e-05,0.000254671510988305,-0.000220977182057567
"3294",38,"1975-05-01",-4.65043825597118e-05,0.000212192542522018,-0.000179978098452014
"3295",39,"1975-05-01",-3.58467949589436e-05,0.000180730031247881,-0.000139763066116954
"3296",40,"1975-05-01",-2.71164946566013e-05,0.000159729752508607,-0.000101491275523457
"3297",41,"1975-05-01",-2.00762157680566e-05,0.000138747398115734,-8.3528199748706e-05
"3298",42,"1975-05-01",-1.44874652718605e-05,0.000136307763535295,-6.8121080403933e-05
"3299",43,"1975-05-01",-1.01227239107465e-05,0.000150079532209348,-7.73782308368542e-05
"3300",44,"1975-05-01",-6.77291408288398e-06,0.000155727845505065,-7.64749412466024e-05
"3301",1,"1975-06-01",0,0,0
"3302",2,"1975-06-01",0.0351333356954852,0.0742240454225112,-0.00990774552147344
"3303",3,"1975-06-01",0.0624019266317935,0.0929967617080608,0.0205304898601634
"3304",4,"1975-06-01",0.0502744057939597,0.0777588726242307,0.0101759985694325
"3305",5,"1975-06-01",0.0433782137371502,0.0710844470905763,0.00659573710321493
"3306",6,"1975-06-01",0.0360939169034769,0.058043341354689,0.00390422506756627
"3307",7,"1975-06-01",0.0327462104448664,0.0546986055975294,0.0032274481357223
"3308",8,"1975-06-01",0.0276608271535231,0.0459980279386879,0.00280446190389224
"3309",9,"1975-06-01",0.0232561523742799,0.0401188269969219,0.00126202314113285
"3310",10,"1975-06-01",0.0188303065054824,0.0324486801017066,0.00096418991501078
"3311",11,"1975-06-01",0.0152496281817119,0.0265619629814941,5.36956023176414e-05
"3312",12,"1975-06-01",0.0120705713789225,0.0223451183762294,-0.000396014517964479
"3313",13,"1975-06-01",0.00945219278889224,0.0193462279199193,-0.000606664831634796
"3314",14,"1975-06-01",0.00723147406271772,0.0167820974500559,-0.00140426631668977
"3315",15,"1975-06-01",0.00543936957543722,0.0138202261137506,-0.0023862663582222
"3316",16,"1975-06-01",0.00398812101451528,0.0108295318871203,-0.00347113033502349
"3317",17,"1975-06-01",0.00284805394914208,0.00848213989041492,-0.00468345421781125
"3318",18,"1975-06-01",0.00195781878107165,0.00680493985627734,-0.00463410989128105
"3319",19,"1975-06-01",0.0012803092714629,0.00579109162328985,-0.00411245095113933
"3320",20,"1975-06-01",0.000772551371176182,0.0049622718928947,-0.00388762723596862
"3321",21,"1975-06-01",0.000402685180551707,0.00422231491416607,-0.0035922477350768
"3322",22,"1975-06-01",0.000140366996270507,0.00359312707842315,-0.00325790290651746
"3323",23,"1975-06-01",-3.80900353004235e-05,0.00306305903267977,-0.00296441498249498
"3324",24,"1975-06-01",-0.000153150447251092,0.0026176933580257,-0.00257376715692172
"3325",25,"1975-06-01",-0.000220865430562844,0.00223812729703608,-0.0022337413255681
"3326",26,"1975-06-01",-0.000254340985654361,0.00191493835074667,-0.00204303602507612
"3327",27,"1975-06-01",-0.000263698194655619,0.00161877553920566,-0.00154992759455639
"3328",28,"1975-06-01",-0.000256834956856403,0.00136373726386618,-0.00131731645778287
"3329",29,"1975-06-01",-0.000239674497203023,0.00114901839630146,-0.00114106712492623
"3330",30,"1975-06-01",-0.000216628260580606,0.000974910433224823,-0.000864946966645772
"3331",31,"1975-06-01",-0.000190859678902723,0.000826883605943621,-0.000636827790554589
"3332",32,"1975-06-01",-0.000164582209661129,0.000702244246704405,-0.000567167754901645
"3333",33,"1975-06-01",-0.000139265348404755,0.000595926827850482,-0.00051072003024637
"3334",34,"1975-06-01",-0.00011582636170185,0.00050627885749158,-0.000451834449153114
"3335",35,"1975-06-01",-9.47717004484911e-05,0.000430430530858935,-0.000393428730441905
"3336",36,"1975-06-01",-7.63161984804081e-05,0.000381273559843545,-0.000337544887453068
"3337",37,"1975-06-01",-6.04719024954232e-05,0.000333847580188123,-0.000285527318705903
"3338",38,"1975-06-01",-4.71182323864722e-05,0.000289110042852216,-0.000238180576710457
"3339",39,"1975-06-01",-3.60533209054334e-05,0.000247756488921924,-0.000195895735137839
"3340",40,"1975-06-01",-2.70322656339421e-05,0.000210387190210147,-0.00015875999840653
"3341",41,"1975-06-01",-1.97939358108197e-05,0.000178201609285844,-0.000126641593842853
"3342",42,"1975-06-01",-1.40795219427533e-05,0.000149700825667802,-9.92605131005461e-05
"3343",43,"1975-06-01",-9.64445241480791e-06,0.000130405943690865,-7.62418554939016e-05
"3344",44,"1975-06-01",-6.26555613042817e-06,0.000136189724420989,-5.07477184405798e-05
"3345",1,"1975-07-01",0,0,0
"3346",2,"1975-07-01",0.0373119727819536,0.0788182832808472,-0.00563054871136828
"3347",3,"1975-07-01",0.062360369000176,0.0953895369304008,0.0205611164714242
"3348",4,"1975-07-01",0.0515667207787154,0.0847017941379419,0.012416616027774
"3349",5,"1975-07-01",0.043473687755681,0.0676314169394694,0.00800643788810817
"3350",6,"1975-07-01",0.036482035966251,0.0665210659139488,0.00457237068417879
"3351",7,"1975-07-01",0.0325990749003012,0.059628052863403,0.0034640966061538
"3352",8,"1975-07-01",0.0275967106846833,0.0554537553470947,0.00269263576695153
"3353",9,"1975-07-01",0.0229884775227984,0.0455187043919401,0.00168364730813102
"3354",10,"1975-07-01",0.0185699601260795,0.0395500112565023,0.000287594107010917
"3355",11,"1975-07-01",0.0149139471474416,0.0315515601849921,-8.82836468630706e-05
"3356",12,"1975-07-01",0.0117472764205158,0.0240697083469479,-0.00262296980689584
"3357",13,"1975-07-01",0.0091231907419311,0.0199207317346441,-0.00294835639671683
"3358",14,"1975-07-01",0.00692971856917155,0.0170891050527292,-0.00278452397392018
"3359",15,"1975-07-01",0.00516034388777132,0.0137129071039516,-0.0040655826795695
"3360",16,"1975-07-01",0.00374313897417047,0.011130388876388,-0.00512202924243241
"3361",17,"1975-07-01",0.00263494915793662,0.00946693671597268,-0.00517326196638061
"3362",18,"1975-07-01",0.00177864490550231,0.0080213509019073,-0.00508600831391513
"3363",19,"1975-07-01",0.00113206109777301,0.0067735843270042,-0.00468492113072872
"3364",20,"1975-07-01",0.000653339267311343,0.0056940286664497,-0.00440841044805234
"3365",21,"1975-07-01",0.000308911576485835,0.00476913144663636,-0.00388256065186325
"3366",22,"1975-07-01",6.88803359822996e-05,0.00397808972587673,-0.00335252682190832
"3367",23,"1975-07-01",-9.08298982927308e-05,0.00330554057361785,-0.00317454330846888
"3368",24,"1975-07-01",-0.00019030790475308,0.00273520038528205,-0.00264017132259438
"3369",25,"1975-07-01",-0.000245468795826451,0.00225399504342333,-0.00226109824652608
"3370",26,"1975-07-01",-0.000269024460447958,0.00185235951263374,-0.00201256862307879
"3371",27,"1975-07-01",-0.000270787490091357,0.00151662936477916,-0.0017184301334417
"3372",28,"1975-07-01",-0.000258281341630648,0.00123638761407143,-0.00120502451282073
"3373",29,"1975-07-01",-0.000237106707062019,0.000990684159603349,-0.000924783482431891
"3374",30,"1975-07-01",-0.000211358378298502,0.000761312955276922,-0.000753202736951569
"3375",31,"1975-07-01",-0.000183928180011558,0.000718926225683552,-0.00062676201448247
"3376",32,"1975-07-01",-0.000156787346104096,0.000647262676454865,-0.00052301530193619
"3377",33,"1975-07-01",-0.000131203348222271,0.000592359322081617,-0.0004357811789539
"3378",34,"1975-07-01",-0.000107924029191542,0.00051151838863067,-0.000371498712051102
"3379",35,"1975-07-01",-8.73196559833766e-05,0.000443679385648439,-0.000311667447579087
"3380",36,"1975-07-01",-6.94967227381978e-05,0.00042869286249525,-0.000257645830981141
"3381",37,"1975-07-01",-5.4384132039622e-05,0.000335696104263175,-0.000209084731933927
"3382",38,"1975-07-01",-4.17989576174472e-05,0.00027320480300704,-0.000131031979802418
"3383",39,"1975-07-01",-3.14945387390545e-05,0.000221548867316838,-8.33474293356504e-05
"3384",40,"1975-07-01",-2.31952224549391e-05,0.000178803546183776,-6.5349095717284e-05
"3385",41,"1975-07-01",-1.66203384692567e-05,0.000143545491851791,-5.07118045685689e-05
"3386",42,"1975-07-01",-1.15001281337802e-05,0.000114563080326479,-3.37424620471164e-05
"3387",43,"1975-07-01",-7.5855334594441e-06,9.0826040533817e-05,-2.44684149908534e-05
"3388",44,"1975-07-01",-4.65354693272539e-06,8.55863882225899e-05,-4.05342037181672e-05
"3389",1,"1975-08-01",0,0,0
"3390",2,"1975-08-01",0.0359359757290566,0.0801469266564483,-0.00597520453482393
"3391",3,"1975-08-01",0.0629354044537607,0.111756952343815,0.0261404905019632
