"","N","variable","value"
"1600",16,"1972-03-01",-0.00106682464821264
"1601",17,"1972-03-01",0.0108872060469571
"1602",18,"1972-03-01",0.00871680822888308
"1603",19,"1972-03-01",0.00546627467178259
"1604",20,"1972-03-01",0.00863899801602248
"1605",21,"1972-03-01",0.00444222209047555
"1606",22,"1972-03-01",0.00397143798060121
"1607",23,"1972-03-01",0.0144614827929636
"1608",24,"1972-03-01",0.000517049433942167
"1609",25,"1972-03-01",-0.0062853999589461
"1610",26,"1972-03-01",-0.00465637912799069
"1611",27,"1972-03-01",-0.0092471280669861
"1612",28,"1972-03-01",-0.00400606089035985
"1613",29,"1972-03-01",0.00231655681594994
"1614",30,"1972-03-01",-0.000913317287016813
"1615",31,"1972-03-01",-0.00299756929107624
"1616",32,"1972-03-01",-0.00279114058341887
"1617",33,"1972-03-01",-0.00382560978487363
"1618",34,"1972-03-01",-0.00325945529157531
"1619",35,"1972-03-01",-0.00502270717026323
"1620",36,"1972-03-01",-0.00748171039503998
"1621",37,"1972-03-01",-0.00663629952473531
"1622",38,"1972-03-01",-0.00391415864021504
"1623",39,"1972-03-01",-0.0020841700642545
"1624",40,"1972-03-01",-0.00191530158519602
"1625",41,"1972-03-01",-0.00256062833864483
"1626",42,"1972-03-01",-0.00407465636700153
"1627",43,"1972-03-01",-0.00415698153478039
"1628",44,"1972-03-01",-0.00302386288394031
"1629",1,"1972-04-01",0
"1630",2,"1972-04-01",0.0221444226706643
"1631",3,"1972-04-01",0.0654538802866636
"1632",4,"1972-04-01",0.00598903748367398
"1633",5,"1972-04-01",0.0126889390263148
"1634",6,"1972-04-01",0.0247885262497302
"1635",7,"1972-04-01",0.0254178970004435
"1636",8,"1972-04-01",0.0193510801944825
"1637",9,"1972-04-01",0.00639415274982835
"1638",10,"1972-04-01",-0.0171430785233597
"1639",11,"1972-04-01",0.0163010293959848
"1640",12,"1972-04-01",0.0235020473235464
"1641",13,"1972-04-01",0.0252517191813282
"1642",14,"1972-04-01",0.0121066178081781
"1643",15,"1972-04-01",0.00871677694685119
"1644",16,"1972-04-01",0.00225117738996574
"1645",17,"1972-04-01",0.00948917018473752
"1646",18,"1972-04-01",0.00692131686360946
"1647",19,"1972-04-01",0.00798498597521959
"1648",20,"1972-04-01",0.00725092873462028
"1649",21,"1972-04-01",0.00571326410825707
"1650",22,"1972-04-01",0.00665779014429545
"1651",23,"1972-04-01",0.0105931086614454
"1652",24,"1972-04-01",0.00398413073868887
"1653",25,"1972-04-01",-0.00451198843039871
"1654",26,"1972-04-01",-0.0100702094638564
"1655",27,"1972-04-01",-0.0118954905544534
"1656",28,"1972-04-01",-0.00523946991537835
"1657",29,"1972-04-01",-0.00050825439480871
"1658",30,"1972-04-01",-0.00168362812561153
"1659",31,"1972-04-01",-0.00430040473366496
"1660",32,"1972-04-01",-0.00501672537695133
"1661",33,"1972-04-01",-0.00459187710326989
"1662",34,"1972-04-01",-0.00551429672581651
"1663",35,"1972-04-01",-0.0083015980541657
"1664",36,"1972-04-01",-0.01008858237609
"1665",37,"1972-04-01",-0.00957797240771443
"1666",38,"1972-04-01",-0.0072257125336498
"1667",39,"1972-04-01",-0.00413279623587461
"1668",40,"1972-04-01",-0.00338024548825527
"1669",41,"1972-04-01",-0.00394413225010201
"1670",42,"1972-04-01",-0.0053338921552075
"1671",43,"1972-04-01",-0.00603475795578521
"1672",44,"1972-04-01",-0.00556591060226866
"1673",1,"1972-05-01",0
"1674",2,"1972-05-01",0.0236275126155341
"1675",3,"1972-05-01",0.0698587726729136
"1676",4,"1972-05-01",0.0117687743769826
"1677",5,"1972-05-01",0.0154421405288125
"1678",6,"1972-05-01",0.0228463085691593
"1679",7,"1972-05-01",0.0273800088982951
"1680",8,"1972-05-01",0.0225985368589511
"1681",9,"1972-05-01",0.00977659619254347
"1682",10,"1972-05-01",-0.0186760583880455
"1683",11,"1972-05-01",0.0150390177405833
"1684",12,"1972-05-01",0.0225969583303096
"1685",13,"1972-05-01",0.0309524135645944
"1686",14,"1972-05-01",0.0179877037563317
"1687",15,"1972-05-01",0.00990270052679851
"1688",16,"1972-05-01",-0.00182553034852477
"1689",17,"1972-05-01",0.00965695296761859
"1690",18,"1972-05-01",0.00940679942975075
"1691",19,"1972-05-01",0.00834341687359716
"1692",20,"1972-05-01",0.00608008009976308
"1693",21,"1972-05-01",0.00429630229521909
"1694",22,"1972-05-01",0.00823579591745461
"1695",23,"1972-05-01",0.0162175949365671
"1696",24,"1972-05-01",0.00717008994229199
"1697",25,"1972-05-01",-0.0036006559976141
"1698",26,"1972-05-01",-0.0111699562334052
"1699",27,"1972-05-01",-0.015592232721855
"1700",28,"1972-05-01",-0.00670321024323083
"1701",29,"1972-05-01",0.000482535875358535
"1702",30,"1972-05-01",-0.000908576920208421
"1703",31,"1972-05-01",-0.00403304918988188
"1704",32,"1972-05-01",-0.00395282837399402
"1705",33,"1972-05-01",-0.00290446916407479
"1706",34,"1972-05-01",-0.00260196021272356
"1707",35,"1972-05-01",-0.00692380250908255
"1708",36,"1972-05-01",-0.0111322701652862
"1709",37,"1972-05-01",-0.0119754212762774
"1710",38,"1972-05-01",-0.00812723238222435
"1711",39,"1972-05-01",-0.0034136034358602
"1712",40,"1972-05-01",-0.00122179806904185
"1713",41,"1972-05-01",-0.00248007695936723
"1714",42,"1972-05-01",-0.0051073306313324
"1715",43,"1972-05-01",-0.00618408661749793
"1716",44,"1972-05-01",-0.00522297358105334
"1717",1,"1972-06-01",0
"1718",2,"1972-06-01",0.0223188381132015
"1719",3,"1972-06-01",0.0703412527339062
"1720",4,"1972-06-01",0.00849872128628985
"1721",5,"1972-06-01",0.016144929383427
"1722",6,"1972-06-01",0.0239543272602921
"1723",7,"1972-06-01",0.0291429592221016
"1724",8,"1972-06-01",0.0216444486898024
"1725",9,"1972-06-01",0.00988060479614899
"1726",10,"1972-06-01",-0.0174149557142918
"1727",11,"1972-06-01",0.0186626988277138
"1728",12,"1972-06-01",0.0265116390716597
"1729",13,"1972-06-01",0.0309912641188391
"1730",14,"1972-06-01",0.0172532467203694
"1731",15,"1972-06-01",0.0105231751777182
"1732",16,"1972-06-01",0.000932088605614864
"1733",17,"1972-06-01",0.0117284259854829
"1734",18,"1972-06-01",0.0103735771572738
"1735",19,"1972-06-01",0.00715609195189972
"1736",20,"1972-06-01",0.00627794159050915
"1737",21,"1972-06-01",0.00503729671685474
"1738",22,"1972-06-01",0.00961312983396958
"1739",23,"1972-06-01",0.0153604764080553
"1740",24,"1972-06-01",0.00578817926188045
"1741",25,"1972-06-01",-0.00532977785302157
"1742",26,"1972-06-01",-0.00996504822122502
"1743",27,"1972-06-01",-0.014098440950182
"1744",28,"1972-06-01",-0.00526108711843362
"1745",29,"1972-06-01",-0.000770863167291233
"1746",30,"1972-06-01",-0.00246273024683952
"1747",31,"1972-06-01",-0.00601100467534171
"1748",32,"1972-06-01",-0.00438942807998009
"1749",33,"1972-06-01",-0.00396707606410276
"1750",34,"1972-06-01",-0.00445063584061985
"1751",35,"1972-06-01",-0.00980566524727135
"1752",36,"1972-06-01",-0.012705337017891
"1753",37,"1972-06-01",-0.0125204408767837
"1754",38,"1972-06-01",-0.0080975584397558
"1755",39,"1972-06-01",-0.00471243645276578
"1756",40,"1972-06-01",-0.00367099216293081
"1757",41,"1972-06-01",-0.00511842109753472
"1758",42,"1972-06-01",-0.00652403484807556
"1759",43,"1972-06-01",-0.00678172239781344
"1760",44,"1972-06-01",-0.0058120872227458
"1761",1,"1972-07-01",0
"1762",2,"1972-07-01",0.0282281752077603
"1763",3,"1972-07-01",0.0616229584927807
"1764",4,"1972-07-01",0.00803187205720378
"1765",5,"1972-07-01",0.0146417840762331
"1766",6,"1972-07-01",0.0280797019038729
"1767",7,"1972-07-01",0.0315163409512327
"1768",8,"1972-07-01",0.0215731952963441
"1769",9,"1972-07-01",0.0101894265287269
"1770",10,"1972-07-01",-0.0156795888195956
"1771",11,"1972-07-01",0.022152282350111
"1772",12,"1972-07-01",0.0271279529510526
"1773",13,"1972-07-01",0.0326749624888565
"1774",14,"1972-07-01",0.0167475029469398
"1775",15,"1972-07-01",0.0116943264388681
"1776",16,"1972-07-01",0.00419064953285052
"1777",17,"1972-07-01",0.0169109676409286
"1778",18,"1972-07-01",0.0118262557407513
"1779",19,"1972-07-01",0.0072986875947166
"1780",20,"1972-07-01",0.00598587537160598
"1781",21,"1972-07-01",0.00447008505434242
"1782",22,"1972-07-01",0.0102412269944405
"1783",23,"1972-07-01",0.0170260147201673
"1784",24,"1972-07-01",0.00500419372772813
"1785",25,"1972-07-01",-0.0051184186160576
"1786",26,"1972-07-01",-0.0103200920365187
"1787",27,"1972-07-01",-0.0127085748857001
"1788",28,"1972-07-01",-0.00557645253682096
"1789",29,"1972-07-01",-0.00214469120190093
"1790",30,"1972-07-01",-0.00625836283852246
"1791",31,"1972-07-01",-0.00890366139924295
"1792",32,"1972-07-01",-0.00722613007382918
"1793",33,"1972-07-01",-0.00542986429506281
"1794",34,"1972-07-01",-0.00646068923278683
"1795",35,"1972-07-01",-0.0127782845578436
"1796",36,"1972-07-01",-0.016574935384379
"1797",37,"1972-07-01",-0.0161694376080486
"1798",38,"1972-07-01",-0.0115107107329692
"1799",39,"1972-07-01",-0.00845972440919395
"1800",40,"1972-07-01",-0.00819128729388989
"1801",41,"1972-07-01",-0.0101043743266993
"1802",42,"1972-07-01",-0.0108253592074133
"1803",43,"1972-07-01",-0.0100163381588431
"1804",44,"1972-07-01",-0.00862124036247374
"1805",1,"1972-08-01",0
"1806",2,"1972-08-01",0.0280345326797461
"1807",3,"1972-08-01",0.0527600130139668
"1808",4,"1972-08-01",0.0324731823346446
"1809",5,"1972-08-01",0.0192313270515337
"1810",6,"1972-08-01",0.0292014892605281
"1811",7,"1972-08-01",0.0232914608069818
"1812",8,"1972-08-01",0.0185250142611963
"1813",9,"1972-08-01",0.0130109253271338
"1814",10,"1972-08-01",-0.0199329288572169
"1815",11,"1972-08-01",0.0235558379729939
"1816",12,"1972-08-01",0.0215059645204047
"1817",13,"1972-08-01",0.0475624872550578
"1818",14,"1972-08-01",0.0217852464607487
"1819",15,"1972-08-01",0.0161731643699808
"1820",16,"1972-08-01",-0.00705341999905237
"1821",17,"1972-08-01",0.00896258356394484
"1822",18,"1972-08-01",0.00273877121345883
"1823",19,"1972-08-01",0.0108678559324327
"1824",20,"1972-08-01",0.0133048528993375
"1825",21,"1972-08-01",0.00595954369010018
"1826",22,"1972-08-01",0.0173425073868631
"1827",23,"1972-08-01",0.0154857404046181
"1828",24,"1972-08-01",0.00572510643232182
"1829",25,"1972-08-01",-0.0081639171026682
"1830",26,"1972-08-01",-0.0168327425186693
"1831",27,"1972-08-01",-0.0217134018314233
"1832",28,"1972-08-01",-0.00844945919730721
"1833",29,"1972-08-01",0.00340500294099441
"1834",30,"1972-08-01",0.00134446357958927
"1835",31,"1972-08-01",-0.000349267271911045
"1836",32,"1972-08-01",-0.00827505865567981
"1837",33,"1972-08-01",-0.00707804984452781
"1838",34,"1972-08-01",-0.010742099784829
"1839",35,"1972-08-01",-0.0143601612137846
"1840",36,"1972-08-01",-0.0185923422548116
"1841",37,"1972-08-01",-0.017026451128729
"1842",38,"1972-08-01",-0.00858644757318884
"1843",39,"1972-08-01",-0.00257709752435485
"1844",40,"1972-08-01",0.00159983703059465
"1845",41,"1972-08-01",-0.00576985451155764
"1846",42,"1972-08-01",-0.00884650999758182
"1847",43,"1972-08-01",-0.0139092515708137
"1848",44,"1972-08-01",-0.00994504622104971
"1849",1,"1972-09-01",0
"1850",2,"1972-09-01",0.0667924690834551
"1851",3,"1972-09-01",0.0535811376534659
"1852",4,"1972-09-01",0.0660778255836033
"1853",5,"1972-09-01",-0.0260893981110175
"1854",6,"1972-09-01",0.0465178818964441
"1855",7,"1972-09-01",0.0165663109402633
"1856",8,"1972-09-01",0.0668280083040916
"1857",9,"1972-09-01",0.0228152623901462
"1858",10,"1972-09-01",-0.00369994295253176
"1859",11,"1972-09-01",0.0381766933150061
"1860",12,"1972-09-01",0.0159576524756438
"1861",13,"1972-09-01",0.0902176553948535
"1862",14,"1972-09-01",-0.001284110055582
"1863",15,"1972-09-01",0.0578884343798783
"1864",16,"1972-09-01",-0.0355653221524752
"1865",17,"1972-09-01",0.0645350560875861
"1866",18,"1972-09-01",-0.00160763487738675
"1867",19,"1972-09-01",0.0629342194911405
"1868",20,"1972-09-01",0.00684323514635324
"1869",21,"1972-09-01",0.00773707393998343
"1870",22,"1972-09-01",0.0247504657064959
"1871",23,"1972-09-01",0.00176428691809751
"1872",24,"1972-09-01",0.0502682761442378
"1873",25,"1972-09-01",-0.032973329654796
"1874",26,"1972-09-01",0.0289680781542133
"1875",27,"1972-09-01",-0.0589191746381139
"1876",28,"1972-09-01",0.0396933949278043
"1877",29,"1972-09-01",-0.0238932454594202
"1878",30,"1972-09-01",0.0226450188337716
"1879",31,"1972-09-01",-0.0250347432668253
"1880",32,"1972-09-01",-0.0270250906458025
"1881",33,"1972-09-01",-0.00030870488972476
"1882",34,"1972-09-01",-0.03937965028799
"1883",35,"1972-09-01",0.0249652355426675
"1884",36,"1972-09-01",-0.0718000619903935
"1885",37,"1972-09-01",0.017979356033717
"1886",38,"1972-09-01",-0.078385300850469
"1887",39,"1972-09-01",0.027267057492185
"1888",40,"1972-09-01",-0.0521070042966759
"1889",41,"1972-09-01",0.000884411071000949
"1890",42,"1972-09-01",-0.0421938294888416
"1891",43,"1972-09-01",-0.0390504077556597
"1892",44,"1972-09-01",-0.00380698544527602
"1893",1,"1972-10-01",0
"1894",2,"1972-10-01",0.0652385705566727
"1895",3,"1972-10-01",0.0516943401529697
"1896",4,"1972-10-01",0.0625275821455744
"1897",5,"1972-10-01",-0.0290735047582256
"1898",6,"1972-10-01",0.0458201795084008
"1899",7,"1972-10-01",0.0177070935505911
"1900",8,"1972-10-01",0.0633458739119502
"1901",9,"1972-10-01",0.0201468723793733
"1902",10,"1972-10-01",-0.0122783928650062
"1903",11,"1972-10-01",0.0383849853784064
"1904",12,"1972-10-01",0.0146336531486221
"1905",13,"1972-10-01",0.0945177715546334
"1906",14,"1972-10-01",-0.0064110791468895
"1907",15,"1972-10-01",0.049383245369225
"1908",16,"1972-10-01",-0.0363769018636119
"1909",17,"1972-10-01",0.064047055145908
"1910",18,"1972-10-01",0.00842818170293974
"1911",19,"1972-10-01",0.0561166312853281
"1912",20,"1972-10-01",0.00642370137168225
"1913",21,"1972-10-01",-0.00521206742702697
"1914",22,"1972-10-01",0.0350125259090056
"1915",23,"1972-10-01",0.00362476834540635
"1916",24,"1972-10-01",0.0597458919530712
"1917",25,"1972-10-01",-0.03896435930175
"1918",26,"1972-10-01",0.0253424152851953
"1919",27,"1972-10-01",-0.051888510233571
"1920",28,"1972-10-01",0.0455118576716265
"1921",29,"1972-10-01",-0.00736265047255929
"1922",30,"1972-10-01",0.0133227106269097
"1923",31,"1972-10-01",-0.0164311750669636
"1924",32,"1972-10-01",-0.0339221564217362
"1925",33,"1972-10-01",0.0241444143684172
"1926",34,"1972-10-01",-0.0335802809650529
"1927",35,"1972-10-01",0.0372085076569286
"1928",36,"1972-10-01",-0.0751493263647317
"1929",37,"1972-10-01",0.0197265413112452
"1930",38,"1972-10-01",-0.060894760556173
"1931",39,"1972-10-01",0.0340691697731404
"1932",40,"1972-10-01",-0.0301884272621783
"1933",41,"1972-10-01",-0.0127666141686733
"1934",42,"1972-10-01",-0.024210822237158
"1935",43,"1972-10-01",-0.0454378299000526
"1936",44,"1972-10-01",0.0265062608760683
"1937",1,"1972-11-01",0
"1938",2,"1972-11-01",0.0703673400138012
"1939",3,"1972-11-01",0.0508748327614471
"1940",4,"1972-11-01",0.0516261827220334
"1941",5,"1972-11-01",-0.0349749655424044
"1942",6,"1972-11-01",0.0324259091939942
"1943",7,"1972-11-01",0.0194124338429437
"1944",8,"1972-11-01",0.0660435627240837
"1945",9,"1972-11-01",0.0198357628923524
"1946",10,"1972-11-01",-0.0206039702457888
"1947",11,"1972-11-01",0.0169226424528199
"1948",12,"1972-11-01",0.00746955270635339
"1949",13,"1972-11-01",0.0883323737409505
"1950",14,"1972-11-01",0.00402653453833607
"1951",15,"1972-11-01",0.0336591919366054
"1952",16,"1972-11-01",-0.0490562748455468
"1953",17,"1972-11-01",0.0458752227606819
"1954",18,"1972-11-01",0.00712885934015907
"1955",19,"1972-11-01",0.0638321921359924
"1956",20,"1972-11-01",-0.00491249637973571
"1957",21,"1972-11-01",-0.0172447284034916
"1958",22,"1972-11-01",0.00132951070122982
"1959",23,"1972-11-01",0.01432308266724
"1960",24,"1972-11-01",0.0536266825705299
"1961",25,"1972-11-01",-0.0164728369891454
"1962",26,"1972-11-01",-0.00342277705195599
"1963",27,"1972-11-01",-0.060815652401234
"1964",28,"1972-11-01",0.0289218177628212
"1965",29,"1972-11-01",0.00868271631064314
"1966",30,"1972-11-01",0.02799616222929
"1967",31,"1972-11-01",-0.027441746008367
"1968",32,"1972-11-01",-0.0418934918365211
"1969",33,"1972-11-01",-0.00295672763605656
"1970",34,"1972-11-01",-0.000371112737833655
"1971",35,"1972-11-01",0.0393646578196608
"1972",36,"1972-11-01",-0.045755007823082
"1973",37,"1972-11-01",-0.012750662534066
"1974",38,"1972-11-01",-0.0597088221721799
"1975",39,"1972-11-01",0.033419108479361
"1976",40,"1972-11-01",0.00168652253837151
"1977",41,"1972-11-01",0.0110001531253517
"1978",42,"1972-11-01",-0.0402101228448124
"1979",43,"1972-11-01",-0.0421799194208348
"1980",44,"1972-11-01",0.00687864428530691
"1981",1,"1972-12-01",0
"1982",2,"1972-12-01",0.0681636323874721
"1983",3,"1972-12-01",0.0588068747283193
"1984",4,"1972-12-01",0.0555402427572117
"1985",5,"1972-12-01",-0.0102767905591836
"1986",6,"1972-12-01",0.027488071979924
"1987",7,"1972-12-01",0.0304613128112769
"1988",8,"1972-12-01",0.0404081015367788
"1989",9,"1972-12-01",0.0372084457355915
"1990",10,"1972-12-01",-0.0179031257805872
"1991",11,"1972-12-01",0.0444233377124203
"1992",12,"1972-12-01",0.00498703080186544
"1993",13,"1972-12-01",0.0840560941990035
"1994",14,"1972-12-01",0.000987677600683449
"1995",15,"1972-12-01",0.0342261150608764
"1996",16,"1972-12-01",-0.0258745188387063
"1997",17,"1972-12-01",0.0330119095187572
"1998",18,"1972-12-01",0.023749232374388
"1999",19,"1972-12-01",0.0345867264088594
"2000",20,"1972-12-01",0.0227130921295311
"2001",21,"1972-12-01",-0.0227232569580661
"2002",22,"1972-12-01",0.0237526630501005
"2003",23,"1972-12-01",-0.00532445876426279
"2004",24,"1972-12-01",0.044281050370163
"2005",25,"1972-12-01",-0.0166587090565848
"2006",26,"1972-12-01",-0.000134006501112941
"2007",27,"1972-12-01",-0.0306887484109548
"2008",28,"1972-12-01",0.00529674002764786
"2009",29,"1972-12-01",0.0173974885721475
"2010",30,"1972-12-01",-0.00680920309218681
"2011",31,"1972-12-01",0.00337371936768235
"2012",32,"1972-12-01",-0.0472957384517849
"2013",33,"1972-12-01",0.0122192788114634
"2014",34,"1972-12-01",-0.022982558914838
"2015",35,"1972-12-01",0.0217648174487252
"2016",36,"1972-12-01",-0.0335701996657238
"2017",37,"1972-12-01",-0.0157037372962094
"2018",38,"1972-12-01",-0.025635904772063
"2019",39,"1972-12-01",-0.00769064566153566
"2020",40,"1972-12-01",0.0136128162028636
"2021",41,"1972-12-01",-0.0270400273137242
"2022",42,"1972-12-01",0.000257260978618055
"2023",43,"1972-12-01",-0.0498296738811327
"2024",44,"1972-12-01",0.016332741626697
"2025",1,"1973-01-01",0
"2026",2,"1973-01-01",0.06193169406637
"2027",3,"1973-01-01",0.0613461501183033
"2028",4,"1973-01-01",0.0567067064998319
"2029",5,"1973-01-01",-0.0119935962090833
"2030",6,"1973-01-01",0.0351117269746131
"2031",7,"1973-01-01",0.0279589461993147
"2032",8,"1973-01-01",0.0464942661524324
"2033",9,"1973-01-01",0.0252493158214888
"2034",10,"1973-01-01",-0.0133701995845177
"2035",11,"1973-01-01",0.0407462787727943
"2036",12,"1973-01-01",0.01746486755909
"2037",13,"1973-01-01",0.0831440982239401
"2038",14,"1973-01-01",0.00157634357946265
"2039",15,"1973-01-01",0.0328869782822147
"2040",16,"1973-01-01",-0.0294160017160499
"2041",17,"1973-01-01",0.0410172573856069
"2042",18,"1973-01-01",0.0187679773051608
"2043",19,"1973-01-01",0.0462026060410796
"2044",20,"1973-01-01",0.0114125200112014
"2045",21,"1973-01-01",-0.0116294084541913
"2046",22,"1973-01-01",0.019922997111511
"2047",23,"1973-01-01",0.00197381026285222
"2048",24,"1973-01-01",0.041837460005677
"2049",25,"1973-01-01",-0.0216153952931783
"2050",26,"1973-01-01",0.00424338711028711
"2051",27,"1973-01-01",-0.0365196077416728
"2052",28,"1973-01-01",0.0207557193282211
"2053",29,"1973-01-01",0.00537358410772785
"2054",30,"1973-01-01",0.00439310947582183
"2055",31,"1973-01-01",-0.012060637570597
"2056",32,"1973-01-01",-0.0372987943075987
"2057",33,"1973-01-01",0.00832915845813674
"2058",34,"1973-01-01",-0.0204201279784204
"2059",35,"1973-01-01",0.021746822288679
"2060",36,"1973-01-01",-0.0455879724378122
"2061",37,"1973-01-01",-0.0056473050416349
"2062",38,"1973-01-01",-0.0398197992530181
"2063",39,"1973-01-01",0.0108361011118763
"2064",40,"1973-01-01",-0.00726868431953221
"2065",41,"1973-01-01",-0.0151919013698333
"2066",42,"1973-01-01",-0.0179470053746162
"2067",43,"1973-01-01",-0.040357648656324
"2068",44,"1973-01-01",0.01256282348573
"2069",1,"1973-02-01",0
"2070",2,"1973-02-01",0.0647969295449536
"2071",3,"1973-02-01",0.0587892036312432
"2072",4,"1973-02-01",0.0599622499122924
"2073",5,"1973-02-01",-0.0074457206836987
"2074",6,"1973-02-01",0.0394343094693994
"2075",7,"1973-02-01",0.0445515790627488
"2076",8,"1973-02-01",0.0395523505361344
"2077",9,"1973-02-01",0.0295644413299553
"2078",10,"1973-02-01",-0.0379464115168158
"2079",11,"1973-02-01",0.0556553810637895
"2080",12,"1973-02-01",0.0109122360258245
"2081",13,"1973-02-01",0.101648524218198
"2082",14,"1973-02-01",-0.0131369648576445
"2083",15,"1973-02-01",0.0273643851393983
"2084",16,"1973-02-01",-0.0235772184273689
"2085",17,"1973-02-01",0.0358675950132288
"2086",18,"1973-02-01",0.0371740585990686
"2087",19,"1973-02-01",0.00564979177924642
"2088",20,"1973-02-01",0.0294032935158629
"2089",21,"1973-02-01",-0.0456279605247725
"2090",22,"1973-02-01",0.0649555044833078
"2091",23,"1973-02-01",-0.0192955071333455
"2092",24,"1973-02-01",0.0491886097599951
"2093",25,"1973-02-01",-0.052314421485816
"2094",26,"1973-02-01",-0.00822755064253233
"2095",27,"1973-02-01",-0.0124393824958704
"2096",28,"1973-02-01",0.00189032565603563
"2097",29,"1973-02-01",0.0390852472292937
"2098",30,"1973-02-01",-0.0592300473814456
"2099",31,"1973-02-01",0.0294555272436967
"2100",32,"1973-02-01",-0.0741497719457016
"2101",33,"1973-02-01",0.0612890848124188
"2102",34,"1973-02-01",-0.050351363479532
"2103",35,"1973-02-01",0.0132307043009785
"2104",36,"1973-02-01",-0.0512961682363378
"2105",37,"1973-02-01",-0.0252002415660507
"2106",38,"1973-02-01",0.0246168686924905
"2107",39,"1973-02-01",-0.0418411107446309
"2108",40,"1973-02-01",0.0503359803884617
"2109",41,"1973-02-01",-0.100614814588993
"2110",42,"1973-02-01",0.0544438981935708
"2111",43,"1973-02-01",-0.0761753164752589
"2112",44,"1973-02-01",0.0615768737684375
"2113",1,"1973-03-01",0
"2114",2,"1973-03-01",0.0530787037111709
"2115",3,"1973-03-01",0.0607975862487943
"2116",4,"1973-03-01",0.0592648607283798
"2117",5,"1973-03-01",-0.0161798269264201
"2118",6,"1973-03-01",0.0380229034852445
"2119",7,"1973-03-01",0.0401265274587216
"2120",8,"1973-03-01",0.06190010476501
"2121",9,"1973-03-01",0.0242941994880349
"2122",10,"1973-03-01",-0.0265556714336724
"2123",11,"1973-03-01",0.0263091433445483
"2124",12,"1973-03-01",0.0255373538128683
"2125",13,"1973-03-01",0.100039636209966
"2126",14,"1973-03-01",0.00126407215199471
"2127",15,"1973-03-01",0.026201234246393
"2128",16,"1973-03-01",-0.0344322341223651
"2129",17,"1973-03-01",0.0524283955691426
"2130",18,"1973-03-01",0.0307272682463356
"2131",19,"1973-03-01",0.0417951102506528
"2132",20,"1973-03-01",-0.0119568183270277
"2133",21,"1973-03-01",-0.0247604001485709
"2134",22,"1973-03-01",0.0369764211542773
"2135",23,"1973-03-01",0.0206244111100213
"2136",24,"1973-03-01",0.051218601357778
"2137",25,"1973-03-01",-0.0517227610256188
"2138",26,"1973-03-01",-0.0145605522208503
"2139",27,"1973-03-01",-0.0360064035901396
"2140",28,"1973-03-01",0.0487666852647755
"2141",29,"1973-03-01",0.0076509441973745
"2142",30,"1973-03-01",-0.0152392030828488
"2143",31,"1973-03-01",-0.0385847236908007
"2144",32,"1973-03-01",-0.0323303520977409
"2145",33,"1973-03-01",0.0428397555950894
"2146",34,"1973-03-01",-0.00936174376586478
"2147",35,"1973-03-01",0.00413339644165743
"2148",36,"1973-03-01",-0.0846457057220665
"2149",37,"1973-03-01",-0.00540727002688644
"2150",38,"1973-03-01",-0.0132495496964536
"2151",39,"1973-03-01",0.0395293024923319
"2152",40,"1973-03-01",-0.0226326573118452
"2153",41,"1973-03-01",-0.0489765836602709
"2154",42,"1973-03-01",-0.0251158952800788
"2155",43,"1973-03-01",-0.0137069582877473
"2156",44,"1973-03-01",0.0507129834787945
"2157",1,"1973-04-01",0
"2158",2,"1973-04-01",0.0513995312001552
"2159",3,"1973-04-01",0.0490659492177855
"2160",4,"1973-04-01",0.0546443806247578
"2161",5,"1973-04-01",-0.0286745046451487
"2162",6,"1973-04-01",0.0246630823773822
"2163",7,"1973-04-01",0.0325720740592203
"2164",8,"1973-04-01",0.0448639605434433
"2165",9,"1973-04-01",0.0317239731950386
"2166",10,"1973-04-01",-0.0339770667661794
"2167",11,"1973-04-01",0.0433923119665728
"2168",12,"1973-04-01",0.00785333584863531
"2169",13,"1973-04-01",0.100228606846411
"2170",14,"1973-04-01",-0.00913602295606169
"2171",15,"1973-04-01",0.0404750686460004
"2172",16,"1973-04-01",-0.020706769995341
"2173",17,"1973-04-01",0.0534301578452828
"2174",18,"1973-04-01",0.0262094822058171
"2175",19,"1973-04-01",0.0264196021113969
"2176",20,"1973-04-01",0.0116727365637792
"2177",21,"1973-04-01",-0.0155855370544603
"2178",22,"1973-04-01",0.0630122415835927
"2179",23,"1973-04-01",0.0077925491469346
"2180",24,"1973-04-01",0.0508086159074513
"2181",25,"1973-04-01",-0.032061542304336
"2182",26,"1973-04-01",0.0149694717672107
"2183",27,"1973-04-01",-0.00351599966527073
"2184",28,"1973-04-01",0.0345903586599209
"2185",29,"1973-04-01",0.0204021145351195
"2186",30,"1973-04-01",-0.0180281483109535
"2187",31,"1973-04-01",0.0218537572530637
"2188",32,"1973-04-01",-0.0186201033879307
"2189",33,"1973-04-01",0.0584852299727958
"2190",34,"1973-04-01",-0.0239906231903153
"2191",35,"1973-04-01",0.0187096088170694
"2192",36,"1973-04-01",-0.035653485825154
"2193",37,"1973-04-01",0.0180744669687588
"2194",38,"1973-04-01",0.0117920085899152
"2195",39,"1973-04-01",0.000687192085144029
"2196",40,"1973-04-01",0.0113603014432797
"2197",41,"1973-04-01",-0.0392091067084183
"2198",42,"1973-04-01",0.0372503234858283
"2199",43,"1973-04-01",-0.0284152417342289
"2200",44,"1973-04-01",0.0408823771064473
"2201",1,"1973-05-01",0
"2202",2,"1973-05-01",0.0603492968771545
